VD,PARTICIPANTE,SEXO.GENERO,IDADE,FAIXA.ETARIA,ESCOLARIDADE,REGIAO,INDICE.SOCIO,ORIGEM.PAIS,CONT.FON.PREC,CONT.FON.SEG,TONICIDADE,POSICAO.R,CLASSE.MORFOLOGICA,FREQUENCIA,ESTILO,ITEM.LEXICAL,cont.precedente,ocorrencia,cont.seguinte
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,a,ts,atona,medial,verbo,0.59,jornal,participe, Serra do PSDB também , participe <T> , da reunião de sexta... 
retroflexo,CarlosE,masculino,73,3a,superior,periferica,4,interior,o,d,tonica,medial,conj.prep,0.55,jornal,acordo, reunião de sexta... de , acordo <R> , com os integrantes da 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,e,n,tonica,medial,substantivo,0.9,jornal,governo, havia nem integrantes do , governo <T> , estadual no encontro realizado 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,e,#,tonica,final,verbo,0.54,depoimento,ver, casa... ó pra você , ver <T> , molharam todos os armários 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,a,m,atona,medial,substantivo,0.63,depoimento,armários, <T> molharam todos os , armários <T> , a cama os colchões 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,e,g,atona,medial,verbo,2.17,depoimento,erguer, fez?... nós tivemos que , erguer <T> , <A> os móveis para 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,a,t,tonica,final,morf.inf,0.66,depoimento,limpar, <A> os móveis para , limpar <T> , tudo a geladeira o 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,o,n,tonica,medial,substantivo,0.64,depoimento,forno, tudo a geladeira o , forno <T> , e minha irmã <V> 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,e,dz,tonica,final,verbo,0.57,depoimento,chover, aquela coisa assim quando , chover <T> , de novo vai molhar 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,3,t,tonica,medial,adjetivo,2.6,depoimento,perto, tem um rio lá , perto <T> , que sempre alaga... quer 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,u,j,atona,medial,adjetivo,1.25,depoimento,urgente, fazer <A> alguma coisa , urgente <T> , ... você (es)tá entendendo 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,a,g,tonica,medial,adjetivo,0.7,palavras,amargo, qualquer ordem S1: alma , amargo <T> , animação argola <T> atitude 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,a,g,atona,medial,substantivo,0.79,palavras,argola, alma amargo <T> animação , argola <T> , atitude barqueiro <T> biscoito 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,a,k,atona,medial,substantivo,0.77,palavras,barqueiro, animação argola <T> atitude , barqueiro <T> , biscoito cacique carteiro <T> 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,a,t,atona,medial,substantivo,0.69,palavras,carteiro, barqueiro <T> biscoito cacique , carteiro <T> , cerca <T> chácara circo 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,e,k,tonica,medial,substantivo,0.77,palavras,cerca, biscoito cacique carteiro <T> , cerca <T> , chácara circo <T> cisne 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,i,k,tonica,medial,substantivo,0.75,palavras,circo, <T> cerca <T> chácara , circo <T> , cisne curto <T> ... 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,u,t,tonica,medial,adjetivo,0.8,palavras,curto, chácara circo <T> cisne , curto <T> , ... defender <T> discoteca 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,e,dz,tonica,final,morf.inf,0.63,palavras,defender, cisne curto <T> ... , defender <T> , discoteca elefante enchente entender... 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,e,#,tonica,final,morf.inf,0.54,palavras,entender, <T> discoteca elefante enchente , entender... <T> , entretenimento... erguer <T> <T> 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,e,g,atona,medial,verbo,2.17,palavras,erguer, enchente entender... <T> entretenimento... , erguer <T> , <T> ... fazenda felicidade 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,e,#,tonica,final,morf.inf,2.17,palavras,erguer, entender... <T> entretenimento... erguer , <T> <T> , ... fazenda felicidade firme 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,o,n,atona,medial,substantivo,0.76,palavras,fornalha, fazenda felicidade firme <V> , fornalha <T> , furgão <T> fusquinha... geleira 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,u,g,atona,medial,substantivo,0.74,palavras,furgão, firme <V> fornalha <T> , furgão <T> , fusquinha... geleira gérmen <T> 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,3,m,tonica,medial,substantivo,0.61,palavras,gérmen, furgão <T> fusquinha... geleira , gérmen <T> , de trigo gordo <T> 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,o,d,tonica,medial,adjetivo,0.73,palavras,gordo, gérmen <T> de trigo , gordo <T> , gula [risos] Hércules <T> 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,3,k,tonica,medial,substantivo,0.7,palavras,Hércules, gordo <T> gula [risos] , Hércules <T> , hilário... irmã <T> justiça 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,i,m,atona,medial,substantivo,2.09,palavras,irmã, [risos] Hércules <T> hilário... , irmã <T> , justiça lento... mortadela <T> 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,o,t,atona,medial,substantivo,0.66,palavras,mortadela, irmã <T> justiça lento... , mortadela <T> , marba <T> ... mosca 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,a,b,tonica,medial,substantivo,0.72,palavras,marba, justiça lento... mortadela <T> , marba <T> , ... mosca necessidade noite 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,0,k,tonica,medial,substantivo,0.68,palavras,orca, ... mosca necessidade noite , orca <T> , ... ordem <T> e 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,0,d,tonica,medial,substantivo,0.7,palavras,ordem, noite orca <T> ... , ordem <T> , e progresso orgânico <T> 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,o,g,atona,medial,adjetivo,0.7,palavras,orgânico, ordem <T> e progresso , orgânico <T> , órgão <T> ... ostracismo 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,0,g,tonica,medial,substantivo,0.68,palavras,órgão, e progresso orgânico <T> , órgão <T> , ... ostracismo penteado pertenci 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,e,t,atona,medial,substantivo,0.62,palavras,pertencimento, penteado pertenci <T> ... , pertencimento <T> , ... perto <T> porto 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,3,t,tonica,medial,adjetivo,2.6,palavras,perto, ... pertencimento <T> ... , perto <T> , porto <T> presente rapidez 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,o,t,tonica,medial,substantivo,0.82,palavras,porto, <T> ... perto <T> , porto <T> , presente rapidez riqueza... sabor 
retroflexo,CarlosE,masculino,73,3a,superior,periferica,4,interior,e,b,tonica,medial,substantivo,0.74,palavras,soberba, sabor <V> de menta , soberba <R> , trabalho turco <T> ... 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,u,k,tonica,medial,substantivo,0.72,palavras,turco, menta soberba <R> trabalho , turco <T> , ... urgente <T> utilidade 
tepe,CarlosE,masculino,73,3a,superior,periferica,4,interior,u,j,atona,medial,adjetivo,1.25,palavras,urgente, trabalho turco <T> ... , urgente <T> , utilidade vulto e zebra 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,i,m,atona,medial,substantivo,1.06,conversacao,irmão, brincando eu e meu , irmão <R> , nossa foi muito boa 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, pais deixavam assim? deixava , porque <T> , naquela época não tinha 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,o,z,tonica,medial,adjetivo,0.2,conversacao,quatorze, sete até até meus , quatorze <T> , anos... eu fiz isso 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,u,k,atona,medial,conj.prep,0.07,conversacao,porquê, não sei eh o , porquê <T> , mas assim a minha 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,i,m,atona,medial,substantivo,1.06,conversacao,irmão, eu cuidava do meu , irmão <R> , meu filho eu não 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,k,atona,medial,substantivo,0.2,conversacao,mercado, ir <A> nem no , mercado <T> , uhum é mudou bastante 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,s,atona,medial,substantivo,0.13,conversacao,terceiro, segundo eu lembro do , terceiro <R> , ... aí eu lembro 
tepe,HugoF,masculino,83,3a,fundamental,central,2.5,mista,a,m,tonica,medial,substantivo,0.14,conversacao,arma, o grito... é a , arma <T> , dos ignorante na hora 
retroflexo,MilenaF,feminino,19,1a,medio,central,2.7,SPcapital,a,m,tonica,medial,substantivo,0.14,conversacao,arma, ele tivesse com uma , arma <R> , ali agora eu já 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,a,k,atona,medial,verbo,0.08,conversacao,marcou, porque <A> ela me , marcou <T> , também... porque <A> eu 
tepe,HugoF,masculino,83,3a,fundamental,central,2.5,mista,a,g,tonica,medial,substantivo,0.02,conversacao,cargas, sei por <T> que , cargas <T> , d'água também ela saiu 
tepe,MeireC,feminino,48,2a,medio,central,2.5,mista,o,t,atona,medial,verbo,0.02,conversacao,comportar, <A> da gente se , comportar <T> , <A> eles percebem <T> 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,3,ts,atona,medial,adjetivo,0.14,conversacao,pertinho, casa a escola? era , pertinho <R> , ah legal no mesmo 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,u,k,atona,medial,conj.prep,0.07,conversacao,porquê, eu eu não sei , porquê <T> , acho que era a 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,s,atona,medial,substantivo,0.13,conversacao,terceiro, no segundo e no , terceiro <R> , uhum eu até brinco 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,s,atona,medial,adjetivo,0.13,conversacao,terceiro, anos ele está no , terceiro <T> , ano agora então eu 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,a,ts,atona,final,adjetivo,0.52,conversacao,particular, estuda numa escola particular , <V> <T> , também pode ser isso 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, tem muita escola boa , porque <T> , eu também trabalhei num 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, pais também uhum entendeu? , porque <T> , ... eh não adianta 
tepe,MilenaF,feminino,19,1a,medio,central,2.7,SPcapital,e,s,atona,medial,verbo,0.28,conversacao,conversando, anos aí acaba com , conversando <T> , entendi assim entendi... já 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,0,ts,atona,medial,substantivo,0.02,conversacao,shortinho, física nós usávamos um , shortinho <R> , vermelho <R> e uma 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,u,s,atona,medial,conj.prep,3.25,conversacao,por, uma sainha branca uhn , por <R> , cima era era lindo 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,m,atona,medial,substantivo,0.02,conversacao,bermuda, em dia (é) só , bermuda <R> , né? uhum e assim 
tepe,MilenaF,feminino,19,1a,medio,central,2.7,SPcapital,e,s,atona,medial,verbo,0.28,conversacao,conversando, é prédio então acabam , conversando <T> , mais um passa o 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,u,t,tonica,medial,adjetivo,0.04,conversacao,curta, roupa decotada uma roupa , curta <T> , né? uhum e naquela 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,0,ts,atona,medial,substantivo,0.02,conversacao,shortinho, saia e o meu , shortinho <R> , eram muito curtinho <V> 
retroflexo,VeraD,feminino,77,3a,medio,periferica,2.9,estrangeira,e,s,atona,medial,verbo,0.28,conversacao,conversando, pensaram que eu estava , conversando <R> , com ele aí o 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,s,atona,medial,adjetivo,0.13,conversacao,terceiro, o terce/ até o , terceiro <T> , colegial eu fiz em 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,i,m,atona,medial,substantivo,1.06,conversacao,irmão, eu perdi <R> um , irmão <R> , eu tinha um irmão 
tepe,VeraD,feminino,77,3a,medio,periferica,2.9,estrangeira,e,s,atona,medial,verbo,0.28,conversacao,conversando, é paulistano? não só... , conversando <T> , assim e tal mas... 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,i,m,atona,medial,substantivo,1.06,conversacao,irmão, <R> eu tinha um , irmão <T> , que eu eu perdi 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,i,m,atona,medial,substantivo,1.06,conversacao,irmão, agora eu tenho meu , irmão <R> , [barulho de sirene] que 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,3,t,tonica,medial,adjetivo,2.6,conversacao,perto, tudo pertinho ? é , perto <R> , ah legal vocês se 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,u,t,atona,medial,conj.prep,3.25,conversacao,por, a gente se fala , por <T> , telefone a minha mãe 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,n,atona,medial,substantivo,0.03,conversacao,Pernambuco, também? ele nasceu em , Pernambuco <T> , olha e aí ele 
tepe,CarolinaA,feminino,24,1a,medio,central,2.5,interior,e,s,atona,medial,verbo,0.01,conversacao,conversasse, mas a maioria se , conversasse <T> , o perfil <T> era 
tepe,RomuloS,masculino,60,3a,medio,central,3.6,SPcapital,o,t,atona,medial,adjetivo,0.02,conversacao,cortado, louca aquele/ aquele monte , cortado <T> , assim no meio e 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, cedo [risos-D1] eu gostei , porque <R> , assim eu/ eu com 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,u,k,atona,medial,conj.prep,0.07,conversacao,porquê, dos trinta não sei , porquê <T> , mas eu sempre falava 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, <A> lógico não tudo , porque <T> , não é o certo 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,a,ts,atona,medial,substantivo,0.01,conversacao,cartinha, que a gente escrevia , cartinha <R> , pro Papai Noel Papai 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,3,t,tonica,medial,adjetivo,0.72,conversacao,certo, menos está está dando , certo <T> , né? uhum não vou 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,u,ts,atona,medial,adjetivo,0.01,conversacao,curtinha, assim era aquela roupinha , curtinha <R> , e não tinha problema 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,o,s,tonica,final,substantivo,0.08,conversacao,favor, <A> eu seria a , favor <R> , sim eu não contra 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,s,atona,medial,verbo,0.04,conversacao,percebia, aí já já já , percebia <R> , uhum e você falou 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,i,m,atona,medial,substantivo,1.06,conversacao,irmão, pra mim o meu , irmão <R> , que já faleceu ele 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,i,m,atona,medial,substantivo,1.06,conversacao,irmão, com doze anos meu , irmão <R> , falou assim pra mim 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,m,atona,medial,substantivo,0.02,conversacao,enfermeira, pegou falou com uma , enfermeira <T> , que ela conhecia e 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,s,atona,medial,substantivo,0.04,conversacao,berçário, fui trabalhar <A> no , berçário <R> , aí fiquei durante seis 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,s,atona,medial,substantivo,0.04,conversacao,berçário, durante seis anos no , berçário <R> , eu estou parada faz 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,a,g,tonica,medial,adjetivo,0.7,palavras,amargo, uma vez? uhum alma... , amargo <T> , ... animação... argola <R> 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,a,g,atona,medial,substantivo,0.79,palavras,argola, amargo <T> ... animação... , argola <R> , ... atitude barqueiro <R> 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,a,k,atona,medial,substantivo,0.77,palavras,barqueiro, argola <R> ... atitude , barqueiro <R> , biscoito cacique carteiro <T> 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,a,t,atona,medial,substantivo,0.69,palavras,carteiro, barqueiro <R> biscoito cacique , carteiro <T> , cerca <T> chácara... circo 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,k,tonica,medial,substantivo,0.77,palavras,cerca, biscoito cacique carteiro <T> , cerca <T> , chácara... circo <T> cisne 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,i,k,atona,medial,substantivo,0.75,palavras,circo, <T> cerca <T> chácara... , circo <T> , cisne curto <T> defender 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,u,t,tonica,medial,adjetivo,0.8,palavras,curto, chácara... circo <T> cisne , curto <T> , defender <T> discoteca elefante 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,dz,tonica,final,morf.inf,0.63,palavras,defender, <T> cisne curto <T> , defender <T> , discoteca elefante enchente entender... 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,#,tonica,final,morf.inf,0.54,palavras,entender, <T> discoteca elefante enchente , entender... <T> , entre/ entrentedi/ entretenimento erguer... 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,u,ts,atona,medial,verbo,0.05,conversacao,curtir, eu acho que... querem , curtir <T> , <A> eu vejo que 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,i,m,tonica,medial,adjetivo,0.7,palavras,firme, <R> <A> fazenda felicidade , firme <R> , fornalha <T> furgão <T> 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,o,n,atona,medial,substantivo,0.76,palavras,fornalha, fazenda felicidade firme <R> , fornalha <T> , furgão <T> fusquinha galeria... 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,u,g,atona,medial,substantivo,0.74,palavras,furgão, firme <R> fornalha <T> , furgão <T> , fusquinha galeria... gérmen <R> 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,3,m,tonica,medial,substantivo,0.61,palavras,gérmen, furgão <T> fusquinha galeria... , gérmen <R> , de trigo... gordo <T> 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,o,d,tonica,medial,adjetivo,0.73,palavras,gordo, gérmen <R> de trigo... , gordo <T> , gula... Hércules <R> hilário 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,3,k,tonica,medial,substantivo,0.7,palavras,Hércules, trigo... gordo <T> gula... , Hércules <R> , hilário irmã <R> justiça 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,i,m,atona,medial,substantivo,2.09,palavras,irmã, gula... Hércules <R> hilário , irmã <R> , justiça lento mortadela <T> 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,o,t,atona,medial,substantivo,0.66,palavras,mortadela, irmã <R> justiça lento , mortadela <T> , Marba <R> [risos-S1] mosca 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,a,b,tonica,medial,substantivo,0.72,palavras,Marba, justiça lento mortadela <T> , Marba <R> , [risos-S1] mosca necessidade... noite 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,0,k,tonica,medial,substantivo,0.68,palavras,orca, [risos-S1] mosca necessidade... noite , orca <T> , ordem <T> e progresso... 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,0,d,tonica,medial,substantivo,0.7,palavras,ordem, necessidade... noite orca <T> , ordem <T> , e progresso... orgânico <R> 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,u,ts,atona,medial,verbo,0.05,conversacao,curtir, aproveitar <A> quer <A> , curtir <T> , <A> quer <A> sair... 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,0,g,tonica,medial,substantivo,0.68,palavras,órgão, e progresso... orgânico <R> , órgão <T> , ostra/ ostracismo penteado pertencimento 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,t,atona,medial,substantivo,0.62,palavras,pertencimento, <T> ostra/ ostracismo penteado , pertencimento <R> , perto <R> porto <R> 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,3,t,tonica,medial,adjetivo,2.6,palavras,perto, ostracismo penteado pertencimento <R> , perto <R> , porto <R> presente rapidez 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,o,t,tonica,medial,substantivo,0.82,palavras,porto, pertencimento <R> perto <R> , porto <R> , presente rapidez riqueza sabor 
retroflexo,PedroS,masculino,36,2a,superior,periferica,3.2,interior,u,v,tonica,medial,substantivo,0.02,conversacao,curva, é assim meio com , curva <R> , assim ah eu a 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,u,j,atona,medial,adjetivo,1.25,palavras,urgente, <R> trabalho turco <V> , urgente <R> , utilidade... vulto e zebra 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,a,d,tonica,medial,verbo,0.01,jornal,guardam, São Paulo é/ e , guardam <T> , encontro com prefeito aguarda 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,a,d,tonica,medial,verbo,0.02,jornal,aguarda, <T> encontro com prefeito , aguarda <R> , encontro com prefeito moradores 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,a,dz,atona,medial,substantivo,0.83,jornal,Jardim, moradores da região do , Jardim <R> , Pantanal protestaram nesta segunda-feira 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,3,t,tonica,medial,substantivo,0.56,jornal,Gilberto, 'reivindicações'] mas o prefeito , Gilberto <R> , Kassab não participou <R> 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,a,ts,atona,medial,verbo,0.57,jornal,participou, Gilberto <R> Kassab não , participou <R> , do encontro representantes dos 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,n,atona,medial,substantivo,0.95,jornal,governador, manifestantes esperaram que o , governador <R> , <V> Jos/ José Serra 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,a,ts,atona,medial,verbo,0.59,jornal,participe, do P.S.D.B. também também , participe <R> , da reunião de sexta-feira 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,n,tonica,medial,substantivo,0.9,jornal,governo, não havia integrantes do , governo <R> , estadual no encontro realizado 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,p,tonica,final,morf.inf,0.78,jornal,ter, ano letivo temem não , ter <T> , para onde ir... <T> 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,i,#,tonica,final,morf.inf,0.69,jornal,ir, ter <T> para onde , ir... <T> , obrigada DEPOIMENTO e agora 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,#,tonica,final,morf.inf,0.54,depoimento,ver, casa... ó para você , ver... <R> , molharam todos os armários 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,a,m,atona,medial,substantivo,0.63,depoimento,armários, <R> molharam todos os , armários <R> , a cama os colchões 
retroflexo,LucasS,masculino,25,1a,medio,central,2.4,interior,e,ts,atona,medial,verbo,0.05,conversacao,divertir, cri/ tem que se , divertir <R> , <A> com as coisas 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,a,t,tonica,final,morf.inf,0.66,depoimento,limpar, <R> os móveis para , limpar <R> , tudo a geladeira o 
tepe,CarolinaA,feminino,24,1a,medio,central,2.5,interior,u,n,atona,medial,adjetivo,0.02,conversacao,enfurnada, que ficasse em casa , enfurnada <T> , na frente da tevê 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,i,m,atona,medial,substantivo,2.09,depoimento,irmã, o forno <R> minha , irmã <R> , até veio me ajudar 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,a,t,tonica,final,morf.inf,0.62,depoimento,molhar, <V> de novo... vai , molhar <R> , tudo outra vez você 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,3,t,tonica,medial,adjetivo,2.6,depoimento,perto, tem um rio lá , perto <R> , para para perto <R> 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,3,t,tonica,medial,adjetivo,2.6,depoimento,perto, perto <R> para para , perto <R> , que sempre alaga... quer 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,3,dz,tonica,final,verbo,0.37,depoimento,quer, <R> que sempre alaga... , quer <R> , dizer <V> [barulho de 
tepe,AnaS,feminino,32,1a,medio,periferica,2.2,mista,u,j,atona,medial,adjetivo,1.25,depoimento,urgente, que fazer alguma coisa , urgente <T> , ... você está entendendo 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,u,m,tonica,medial,substantivo,0.13,conversacao,turma, era molecada né? todo , turma <T> , né? que era aham 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,i,#,tonica,final,morf.inf,0.69,conversacao,ir, alfabetizados eles incentivam a , ir... <T> , [barulho de furadeira] ele 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,o,k,tonica,final,substantivo,0.42,conversacao,professor, não não não tinha , professor <T> , que magoou/ magoou tinha 
retroflexo,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,o,k,tonica,final,substantivo,0.42,conversacao,professor, que magoou/ magoou tinha , professor <R> , que que às vezes 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,o,m,atona,medial,adjetivo,0.51,conversacao,normal, mais do que o , normal <T> , mas mas não que 
retroflexo,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,a,t,atona,medial,substantivo,0.04,conversacao,Artur, participação <R> no teatro , Artur <R> , Azevedo no de Thornton 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,o,z,tonica,medial,adjetivo,0.2,conversacao,quatorze, época né? bom tipo , quatorze <T> , [barulho] quatorze <T> quinze 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,o,z,tonica,medial,adjetivo,0.2,conversacao,quatorze, tipo quatorze <T> [barulho] , quatorze <T> , quinze anos aham e 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,i,m,atona,medial,substantivo,2.09,conversacao,irmã, tem irm<U+FFFD> <U+FFFD>os? [barulho] , irmã <T> , tem uma irm<U+FFFD> <U+FFFD>? 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,o,s,atona,medial,verbo,0.01,conversacao,forçavam, ou eles me me , forçavam <T> , a a tomar <A> 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,o,m,atona,medial,adjetivo,0.51,conversacao,normal, com ela hoje é , normal <T> , de irmãos <T> e 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,i,m,atona,medial,substantivo,0.42,conversacao,irmãos, é normal <T> de , irmãos <T> , e que se gostam 
